Paddington,Tram or Ferry,0,0,3,0.1776,0,0,0,0,3,0.2055
Paddington,Taxi,38,2.4035,25,1.4802,20,1.3532,37,2.401,41,2.8082
Paddington,Car - as driver,402,25.4269,469,27.7679,401,27.1313,458,29.721,414,28.3562
Paddington,Car - as passenger,40,2.53,68,4.0261,59,3.9919,66,4.2829,69,4.726
Paddington,Truck,0,0,9,0.5329,3,0.203,0,0,0,0
Paddington,Truck,0,0,9,1.5986,3,0.6089,0,0,0,0
Paddington,Motorbike,36,2.277,20,1.1841,6,0.406,12,0.7787,12,0.8219
Paddington,Bicycle,73,4.6173,23,1.3618,30,2.0298,26,1.6872,26,1.7808
Paddington,Walked only,337,21.3156,390,23.0906,269,18.2003,273,17.7158,247,16.9178
Paddington,Other,16,1.012,49,2.9011,21,1.4208,9,0.584,0,0
Paddington,Worked at home,97,6.1354,105,6.2167,114,7.7131,51,3.3095,56,3.8356
Paddington,Did not go to work,115,7.2739,123,7.2824,119,8.0514,155,10.0584,105,7.1918
Paddington,Not stated,12,0.759,25,1.4802,9,0.6089,18,1.1681,27,1.8493
Paddington,Total employed persons aged 15+,1581,100,1689,100,1478,100,1541,100,1460,100
Potts Point,Train,566,17.6213,478,12.2573,521,20.9959,500,21.3226,384,22.1377
Potts Point,Bus,175,5.4483,161,4.1144,160,6.4581,175,7.4379,222,12.7941
Potts Point,Tram or Ferry,7,0.2179,3,0.0769,3,0.1209,0,0,3,0.1815
Potts Point,Taxi,180,5.5959,85,2.1892,99,3.9925,150,6.3787,91,5.2421
Potts Point,Car - as driver,500,15.5615,556,14.2452,518,20.8489,519,22.1133,321,18.4625
Potts Point,Car - as passenger,52,1.6259,94,2.3981,86,3.4688,74,3.135,48,2.7852
Potts Point,Truck,0,0,6,0.1538,3,0.1209,0,0,0,0
Potts Point,Truck,0,0,6,0.4614,3,0.3626,0,0,0,0
Potts Point,Motorbike,57,1.7744,19,0.4871,4,0.145,21,0.8951,9,0.5184
Potts Point,Bicycle,47,1.4662,23,0.5896,42,1.68,18,0.7672,6,0.3456
Potts Point,Walked only,1005,31.2951,1038,26.6051,678,27.311,569,24.2424,437,25.1591
Potts Point,Other,301,9.3663,1047,26.8281,58,2.3165,46,1.9607,6,0.3456
Potts Point,Worked at home,129,4.0288,173,4.4374,114,4.5726,90,3.8404,67,3.8336
Potts Point,Did not go to work,162,5.0321,173,4.4361,179,7.2216,159,6.7559,101,5.8009
Potts Point,Not stated,19,0.5915,46,1.1818,19,0.7473,27,1.1508,42,2.3935
Potts Point,Total employed persons aged 15+,3212,100,3901,100,2482,100,2346,100,1736,100
Pyrmont,Train,539,7.3937,376,6.1761,358,8.0054,175,8.7995,42,8.4739
Pyrmont,Bus,769,10.5487,705,11.5802,430,9.6154,209,10.5131,66,13.2128
Pyrmont,Tram or Ferry,80,1.0974,90,1.4783,104,2.3256,3,0.1512,3,0.6024
Pyrmont,Taxi,232,3.1824,103,1.6919,96,2.1467,56,2.8324,4,0.7229
Pyrmont,Car - as driver,1682,23.0727,1575,25.8706,1056,23.6136,518,26.1264,129,25.9438
Pyrmont,Car - as passenger,170,2.332,225,3.6958,165,3.6896,98,4.9189,31,6.1847
Pyrmont,Truck,3,0.0412,3,0.0493,12,0.2683,0,0,0,0
Pyrmont,Truck,3,0.1235,3,0.1478,12,0.805,0,0,0,0
Pyrmont,Motorbike,62,0.8505,20,0.3285,16,0.3578,9,0.4536,3,0.6024
Pyrmont,Bicycle,141,1.9342,61,1.002,32,0.7156,9,0.4536,0,0
Pyrmont,Walked only,2675,36.6941,2130,34.9869,1499,33.5197,612,30.8638,141,28.3534
Pyrmont,Other,111,1.5226,95,1.5604,101,2.2585,62,3.1045,14,2.8514
Pyrmont,Worked at home,266,3.6488,193,3.1702,155,3.466,48,2.4393,16,3.1325
Pyrmont,Did not go to work,476,6.5295,441,7.2438,380,8.4973,170,8.5576,34,6.8675
Pyrmont,Not stated,29,0.3978,71,1.1662,68,1.5206,16,0.7862,15,3.0522
Pyrmont,Total employed persons aged 15+,7290,100,6088,100,4472,100,1984,100,498,100
Redfern,Train,1375,21.089,1033,18.8487,1026,19.4207,829,18.77,572,15.3578
Redfern,Bus,846,12.9755,727,13.2565,778,14.7293,656,14.8372,739,19.8412
Redfern,Tram or Ferry,6,0.092,6,0.1094,6,0.1136,3,0.0679,7,0.188
Redfern,Taxi,76,1.1656,62,1.1272,83,1.5638,65,1.4724,92,2.4714
Redfern,Car - as driver,1494,22.9141,1465,26.7209,1487,28.1598,1250,28.2914,923,24.8015
Redfern,Car - as passenger,122,1.8712,161,2.9329,211,4.0023,181,4.0969,188,5.0503
Redfern,Truck,6,0.092,25,0.4523,29,0.549,0,0,0,0
Redfern,Truck,6,0.2761,25,1.357,29,1.6471,0,0,0,0
Redfern,Motorbike,89,1.365,44,0.7989,22,0.4165,21,0.4753,15,0.4029
Redfern,Bicycle,415,6.365,172,3.1299,103,1.9462,73,1.6535,62,1.6669
Redfern,Walked only,1267,19.4325,1074,19.5819,745,14.1045,607,13.736,570,15.3121
Redfern,Other,48,0.7362,55,1.0032,58,1.0981,55,1.2449,18,0.4835
Redfern,Worked at home,235,3.6043,201,3.6625,191,3.6236,177,4.0098,114,3.0651
Redfern,Did not go to work,459,7.0399,393,7.1681,464,8.777,426,9.6459,254,6.8246
Redfern,Not stated,77,1.181,66,1.2075,79,1.4956,75,1.6988,169,4.5345
Redfern,Total employed persons aged 15+,6520,100,5483,100,5282,100,4418,100,3723,100
Rosebery,Train,205,7.1379,97,4.0417,106,5.2605,37,3.1979,28,2.4733
Rosebery,Bus,562,19.5682,414,17.25,376,18.66,175,15.1253,205,17.9339
Rosebery,Tram or Ferry,0,0,0,0,3,0.1489,0,0,0,0
Rosebery,Taxi,26,0.9053,18,0.75,14,0.6948,7,0.605,11,0.9876
Rosebery,Car - as driver,1350,47.0056,1196,49.8333,979,48.5856,557,48.1417,513,44.7999
Rosebery,Car - as passenger,155,5.3969,168,7,149,7.3945,91,7.8652,93,8.093
Rosebery,Truck,31,1.0794,33,1.375,26,1.2903,0,0,0,0
Rosebery,Truck,31,3.2382,33,4.125,26,3.871,0,0,0,0
Rosebery,Motorbike,41,1.4276,25,1.0417,3,0.1489,3,0.2593,0,0.0262
Rosebery,Bicycle,57,1.9847,21,0.875,7,0.3474,18,1.5557,11,0.9876
Rosebery,Walked only,108,3.7604,125,5.2083,106,5.2605,68,5.8773,87,7.5773
Rosebery,Other,41,1.4276,25,1.0417,21,1.0422,32,2.7658,13,1.1362
Rosebery,Worked at home,66,2.2981,54,2.25,48,2.3821,36,3.1115,30,2.587
Rosebery,Did not go to work,203,7.0682,195,8.125,138,6.8486,100,8.643,71,6.179
Rosebery,Not stated,27,0.9401,29,1.2083,39,1.9355,33,2.8522,83,7.219
Rosebery,Total employed persons aged 15+,2872,100,2400,100,2015,100,1157,100,1144,100
Rushcutters Bay,Train,236,20.2923,157,15.5598,210,18.5816,169,18.3131,154,18.6135
Rushcutters Bay,Bus,113,9.7163,109,10.8337,134,11.8972,122,13.236,145,17.4731
Rushcutters Bay,Tram or Ferry,0,0,0,0,3,0.266,0,0,1,0.1267
Rushcutters Bay,Taxi,44,3.7833,20,1.9853,42,3.7323,42,4.5904,49,5.9672
Rushcutters Bay,Car - as driver,267,22.9579,275,27.2215,310,27.469,272,29.3809,198,23.8687
Rushcutters Bay,Car - as passenger,16,1.3758,21,2.0745,44,3.8564,36,3.8929,28,3.3728
Rushcutters Bay,Truck,0,0,0,0,0,0,0,0,0,0
Rushcutters Bay,Motorbike,8,0.6879,9,0.8925,5,0.4078,6,0.6488,3,0.362
Rushcutters Bay,Bicycle,32,2.7515,18,1.7909,10,0.8511,6,0.6488,7,0.7964
Rushcutters Bay,Walked only,301,25.8813,242,24.0344,181,16.0727,144,15.5664,149,17.98
Rushcutters Bay,Other,15,1.2898,14,1.3933,26,2.2739,7,0.7624,3,0.362
Rushcutters Bay,Worked at home,52,4.4712,59,5.8199,62,5.5053,33,3.5469,16,1.9428
Rushcutters Bay,Did not go to work,67,5.761,80,7.9004,94,8.3245,75,8.1536,44,5.3337
Rushcutters Bay,Not stated,5,0.4299,5,0.4938,9,0.7624,12,1.2598,32,3.8011
Rushcutters Bay,Total employed persons aged 15+,1163,100,1008,100,1128,100,925,100,829,100
Surry Hills,Train,1493,15.8678,1193,15.0974,1235,16.6667,906,15.9282,568,13.3175
Surry Hills,Bus,1274,13.5402,1039,13.1486,987,13.3198,739,12.9803,738,17.2992
Surry Hills,Tram or Ferry,22,0.2338,28,0.3543,36,0.4858,3,0.0527,14,0.3167
Surry Hills,Taxi,297,3.1566,109,1.3794,122,1.6464,142,2.4998,129,3.0271
Surry Hills,Car - as driver,1571,16.6968,1488,18.8307,1581,21.336,1282,22.5198,873,20.4823
Surry Hills,Car - as passenger,123,1.3073,177,2.2399,191,2.5776,164,2.8811,136,3.1877
Surry Hills,Truck,0,0,6,0.0759,3,0.0405,0,0,0,0
Surry Hills,Truck,0,0,6,0.2278,3,0.1215,0,0,0,0
Surry Hills,Motorbike,107,1.1372,66,0.8352,36,0.4858,34,0.5896,13,0.2991
Surry Hills,Bicycle,346,3.6773,135,1.7084,157,2.1188,73,1.2784,54,1.2667
Surry Hills,Walked only,3091,32.8515,2587,32.7385,1952,26.3428,1351,23.7429,1092,25.6099
Surry Hills,Other,80,0.8502,71,0.8985,122,1.6464,77,1.3531,38,0.8855
Surry Hills,Worked at home,377,4.0068,305,3.8598,319,4.305,257,4.5215,161,3.7718
Surry Hills,Did not go to work,537,5.7073,612,7.7449,591,7.9757,578,10.1581,299,7.0159
Surry Hills,Not stated,52,0.5527,86,1.0883,78,1.0526,85,1.4946,150,3.5208
Surry Hills,Total employed persons aged 15+,9409,100,7902,100,7410,100,5691,100,4263,100
Sydney,Train,1367,12.7757,734,9.6212,529,9.0738,213,7.4139,117,12.0123
Sydney,Bus,817,7.6355,572,7.4977,319,5.4717,174,6.0564,77,7.9055
Sydney,Tram or Ferry,21,0.1963,26,0.3408,15,0.2573,12,0.4177,0,0
Sydney,Taxi,412,3.8505,251,3.2901,278,4.7684,172,5.9868,31,3.1828
Sydney,Car - as driver,1342,12.5421,1157,15.1658,1096,18.7993,587,20.4316,159,16.3244
Sydney,Car - as passenger,152,1.4206,165,2.1628,153,2.6244,90,3.1326,16,1.6427
Sydney,Truck,9,0.0841,14,0.1835,3,0.0515,0,0,0,0
Sydney,Truck,9,0.2523,14,0.5505,3,0.1544,0,0,0,0
Sydney,Motorbike,7,0.0654,16,0.2097,12,0.2058,0,0,0,0
Sydney,Bicycle,51,0.4766,15,0.1966,31,0.5317,9,0.3133,3,0.308
Sydney,Walked only,4462,41.7009,3097,40.5951,2149,36.8611,892,31.0477,386,39.6304
Sydney,Other,627,5.8598,402,5.2694,386,6.6209,222,7.7271,9,0.924
Sydney,Worked at home,286,2.6729,272,3.5653,257,4.4082,120,4.1768,43,4.4148
Sydney,Did not go to work,1023,9.5607,834,10.932,539,9.2453,342,11.9039,76,7.8029
Sydney,Not stated,94,0.8785,74,0.97,63,1.0806,40,1.3923,57,5.8522
Sydney,Total employed persons aged 15+,10700,100,7629,100,5830,100,2873,100,974,100
The Rocks - Millers Point - Dawes Point,Train,122,6.3975,55,4.3965,64,7.1508,64,8.1321,44,12.9032
The Rocks - Millers Point - Dawes Point,Bus,106,5.5585,81,6.4748,91,10.1676,66,8.3863,65,19.0616
The Rocks - Millers Point - Dawes Point,Tram or Ferry,9,0.4719,9,0.7194,9,1.0056,4,0.5083,3,0.8798
The Rocks - Millers Point - Dawes Point,Taxi,91,4.7719,40,3.1974,40,4.4693,38,4.8285,11,3.2258
The Rocks - Millers Point - Dawes Point,Car - as driver,428,22.4436,350,27.9776,197,22.0112,183,23.2529,55,16.129
The Rocks - Millers Point - Dawes Point,Car - as passenger,54,2.8317,46,3.6771,23,2.5698,26,3.3037,12,3.5191
The Rocks - Millers Point - Dawes Point,Truck,0,0,0,0,3,0.3352,0,0,0,0
The Rocks - Millers Point - Dawes Point,Truck,0,0,0,0,3,1.0056,0,0,0,0
The Rocks - Millers Point - Dawes Point,Motorbike,5,0.2622,0,0,0,0,0,0,0,0
The Rocks - Millers Point - Dawes Point,Bicycle,12,0.6293,11,0.8793,7,0.7821,3,0.3812,9,2.6393
The Rocks - Millers Point - Dawes Point,Walked only,696,36.4971,400,31.9744,267,29.8324,211,26.8107,76,22.2874
The Rocks - Millers Point - Dawes Point,Other,124,6.5024,49,3.9169,47,5.2514,60,7.6239,3,0.8798
The Rocks - Millers Point - Dawes Point,Worked at home,101,5.2963,94,7.514,58,6.4804,33,4.1931,17,4.9853
The Rocks - Millers Point - Dawes Point,Did not go to work,147,7.7084,108,8.6331,80,8.9385,93,11.817,31,9.0909
The Rocks - Millers Point - Dawes Point,Not stated,6,0.3146,8,0.6395,9,1.0056,6,0.7624,15,4.3988
The Rocks - Millers Point - Dawes Point,Total employed persons aged 15+,1907,100,1251,100,895,100,787,100,341,100
Ultimo,Train,463,14.4012,211,9.2625,176,9.6863,129,8.639,74,7.722
Ultimo,Bus,558,17.3561,381,16.7252,246,13.5388,160,10.7393,135,14.07
Ultimo,Tram or Ferry,7,0.2177,18,0.7902,20,1.1007,0,0,0,0
Ultimo,Taxi,34,1.0575,31,1.3608,20,1.1007,43,2.9109,16,1.7137
Ultimo,Car - as driver,484,15.0544,374,16.4179,361,19.8679,350,23.475,207,21.5987
Ultimo,Car - as passenger,58,1.804,48,2.1071,62,3.4122,51,3.4201,39,4.0961
Ultimo,Truck,0,0,0,0,0,0,0,0,0,0
Ultimo,Motorbike,46,1.4308,22,0.9658,9,0.4953,12,0.8039,9,0.8934
Ultimo,Bicycle,63,1.9596,27,1.1853,25,1.3759,12,0.8039,3,0.3135
Ultimo,Walked only,1128,35.0855,811,35.6014,563,30.9851,405,27.143,330,34.5246
Ultimo,Other,36,1.1198,29,1.273,39,2.1464,58,3.8857,26,2.6959
Ultimo,Worked at home,75,2.3328,62,2.7217,79,4.3478,55,3.6814,11,1.1912
Ultimo,Did not go to work,233,7.2473,212,9.3064,193,10.6219,184,12.3204,52,5.4127
Ultimo,Not stated,36,1.1198,52,2.2827,24,1.3209,33,2.1773,55,5.768
Ultimo,Total employed persons aged 15+,3215,100,2278,100,1817,100,1493,100,957,100
Waterloo - Zetland,Train,748,10.7348,390,8.0043,195,13.2609,160,10.8522,117,9.4639
Waterloo - Zetland,Bus,1640,23.5362,1008,20.7133,288,19.5652,267,18.104,264,21.332
Waterloo - Zetland,Tram or Ferry,0,0,0,0,0,0,0,0,3,0.242
Waterloo - Zetland,Taxi,95,1.3634,79,1.6272,14,0.9783,9,0.608,20,1.6136
Waterloo - Zetland,Car - as driver,2332,33.4673,1859,38.1929,505,34.2799,529,35.9431,329,26.5239
Waterloo - Zetland,Car - as passenger,261,3.7457,251,5.1609,61,4.1168,75,5.0949,70,5.6477
Waterloo - Zetland,Truck,19,0.2727,17,0.3534,9,0.6114,0,0,0,0
Waterloo - Zetland,Truck,19,0.818,17,1.0601,9,1.8342,0,0,0,0
Waterloo - Zetland,Motorbike,121,1.7365,34,0.7026,9,0.6114,6,0.4076,6,0.4841
Waterloo - Zetland,Bicycle,270,3.8749,82,1.6929,21,1.4402,25,1.6949,15,1.2062
Waterloo - Zetland,Walked only,666,9.558,499,10.2601,155,10.5299,191,12.9853,223,17.9918
Waterloo - Zetland,Other,51,0.7319,46,0.9451,15,1.019,6,0.4076,12,0.9682
Waterloo - Zetland,Worked at home,174,2.4971,123,2.5311,52,3.5054,46,3.1147,30,2.4124
Waterloo - Zetland,Did not go to work,512,7.3479,420,8.6288,110,7.5,128,8.6852,92,7.4186
Waterloo - Zetland,Not stated,71,1.0189,58,1.1875,38,2.5815,31,2.1025,58,4.6956
Waterloo - Zetland,Total employed persons aged 15+,6968,100,4867,100,1472,100,1472,100,1239,100
Woolloomooloo,Train,229,11.4557,132,7.8107,186,10.5933,130,9.3525,108,11.4728
Woolloomooloo,Bus,119,5.953,124,7.3373,115,6.5128,95,6.8345,83,8.8047
Woolloomooloo,Tram or Ferry,0,0,3,0.1775,3,0.1705,3,0.2158,0,0
Woolloomooloo,Taxi,80,4.002,35,2.071,62,3.5235,36,2.5899,36,3.842
Woolloomooloo,Car - as driver,367,18.3592,385,22.7811,420,23.8691,336,24.1367,194,20.651
Woolloomooloo,Car - as passenger,32,1.6008,49,2.8994,68,3.8645,46,3.3094,37,3.9488
Woolloomooloo,Truck,4,0.2001,0,0,0,0,0,0,0,0
Woolloomooloo,Truck,4,0.6003,0,0,0,0,0,0,0,0
Woolloomooloo,Motorbike,17,0.8504,15,0.8876,11,0.6479,9,0.6475,9,0.9605
Woolloomooloo,Bicycle,45,2.2511,16,0.9467,13,0.7615,17,1.223,6,0.6403
Woolloomooloo,Walked only,843,42.1711,715,42.3077,618,35.1103,470,33.8129,292,31.1633
Woolloomooloo,Other,39,1.951,9,0.5325,34,1.9095,29,2.0863,5,0.4803
Woolloomooloo,Worked at home,88,4.4022,76,4.497,81,4.5806,70,5,46,4.8559
Woolloomooloo,Did not go to work,128,6.4032,124,7.3373,134,7.6381,122,8.777,71,7.524
Woolloomooloo,Not stated,0,0,7,0.4142,14,0.8184,28,2.0144,53,5.6563
Woolloomooloo,Total employed persons aged 15+,1999,100,1690,100,1760,100,1390,100,937,100
Green Square,Train,1040,12.7548,464,8.9577,173,13.056,51,5.9253,51,6.4176
Green Square,Bus,1793,21.9906,1014,19.565,192,14.4831,152,17.6136,162,20.3434
Green Square,Tram or Ferry,0,0,0,0,0,0,0,0,0,0
Green Square,Taxi,99,1.2142,72,1.3945,10,0.7174,3,0.3827,9,1.1406
Green Square,Car - as driver,2878,35.2949,2105,40.6272,561,42.3922,368,42.66,266,33.3918
Green Square,Car - as passenger,311,3.8089,264,5.0893,76,5.7087,55,6.3196,61,7.6586
Green Square,Truck,25,0.3124,24,0.4566,9,0.7023,0,0,0,0
Green Square,Truck,25,0.9372,24,1.3698,9,2.1068,0,0,0,0
Green Square,Motorbike,153,1.8785,52,0.9938,6,0.4531,9,1.0436,6,0.7521
Green Square,Bicycle,293,3.5992,96,1.8507,18,1.3743,16,1.8553,10,1.2158
Green Square,Walked only,678,8.3208,428,8.2553,106,8.0193,92,10.7143,125,15.6806
Green Square,Other,70,0.8533,62,1.1888,21,1.548,8,0.9276,7,0.8273
Green Square,Worked at home,206,2.5314,129,2.4948,51,3.8133,35,4.07,23,2.908
Green Square,Did not go to work,545,6.6891,429,8.2696,84,6.3128,62,7.1545,47,5.8661
Green Square,Not stated,52,0.6415,44,0.8568,19,1.4196,12,1.3335,30,3.7979
Green Square,Total employed persons aged 15+,8153,100,5182,100,1324,100,862,100,798,100
Crown Street Village Centre,Train,1671,14.6266,1369,13.9135,1464,15.085,1193,14.9394,850,12.5458
Crown Street Village Centre,Bus,1718,15.0353,1423,14.4544,1474,15.188,1167,14.6116,1340,19.7882
Crown Street Village Centre,Tram or Ferry,24,0.21,26,0.2654,30,0.3091,6,0.0751,19,0.2877
Crown Street Village Centre,Taxi,318,2.7827,132,1.3394,158,1.628,176,2.198,191,2.8215
Crown Street Village Centre,Car - as driver,2265,19.8182,2243,22.7936,2399,24.7192,2071,25.9321,1548,22.8637
Crown Street Village Centre,Car - as passenger,174,1.5226,261,2.6484,303,3.1221,282,3.5283,283,4.186
Crown Street Village Centre,Truck,3,0.0263,15,0.1524,22,0.2267,0,0,0,0
Crown Street Village Centre,Truck,3,0.0788,15,0.4572,22,0.6801,0,0,0,0
Crown Street Village Centre,Motorbike,120,1.0497,91,0.9204,52,0.5358,44,0.5542,25,0.3713
Crown Street Village Centre,Bicycle,541,4.7308,217,2.2045,205,2.1123,116,1.4542,95,1.4073
Crown Street Village Centre,Walked only,3208,28.0738,2723,27.6635,2102,21.6589,1586,19.8603,1416,20.9055
Crown Street Village Centre,Other,90,0.7839,99,1.0059,158,1.628,99,1.2421,47,0.6921
Crown Street Village Centre,Worked at home,488,4.2702,406,4.127,421,4.338,347,4.3424,218,3.2132
Crown Street Village Centre,Did not go to work,688,6.0198,735,7.4635,804,8.2844,769,9.6301,463,6.8306
Crown Street Village Centre,Not stated,84,0.7351,103,1.0482,113,1.1643,130,1.632,277,4.0872
Crown Street Village Centre,Total employed persons aged 15+,11428,100,9842,100,9705,100,7986,100,6771,100
Glebe Point Road Village Centre,Train,830,8.0873,572,6.6698,582,8.1868,457,6.6136,381,5.7727
Glebe Point Road Village Centre,Bus,2353,22.927,1979,23.076,1656,23.2944,1523,22.0405,1586,24.0303
Glebe Point Road Village Centre,Tram or Ferry,67,0.6528,90,1.0494,94,1.3223,3,0.0434,6,0.0909
Glebe Point Road Village Centre,Taxi,170,1.6564,91,1.0611,98,1.3785,129,1.8669,152,2.303
Glebe Point Road Village Centre,Car - as driver,2677,26.084,2456,28.6381,2016,28.3584,2291,33.1548,1953,29.5909
Glebe Point Road Village Centre,Car - as passenger,278,2.7088,277,3.2299,269,3.7839,302,4.3705,294,4.4545
Glebe Point Road Village Centre,Truck,15,0.1462,20,0.2332,27,0.3798,0,0,0,0
Glebe Point Road Village Centre,Truck,15,0.4385,20,0.6996,27,1.1394,0,0,0,0
Glebe Point Road Village Centre,Motorbike,186,1.8123,88,1.0261,27,0.3798,36,0.521,51,0.7727
Glebe Point Road Village Centre,Bicycle,454,4.4237,206,2.4021,140,1.9693,92,1.3314,90,1.3636
Glebe Point Road Village Centre,Walked only,1758,17.1295,1401,16.3363,991,13.9401,910,13.1693,1053,15.9545
Glebe Point Road Village Centre,Other,84,0.8185,73,0.8512,54,0.7596,71,1.0275,46,0.697
Glebe Point Road Village Centre,Worked at home,450,4.3847,382,4.4543,378,5.3172,283,4.0955,255,3.8636
Glebe Point Road Village Centre,Did not go to work,878,8.555,809,9.4333,690,9.706,724,10.4776,501,7.5909
Glebe Point Road Village Centre,Not stated,58,0.5651,132,1.5392,87,1.2238,89,1.288,232,3.5152
Glebe Point Road Village Centre,Total employed persons aged 15+,10263,100,8576,100,7109,100,6910,100,6600,100
Green Square Village Centre,Train,1259,11.4952,589,7.7128,360,10.0033,93,4.5584,76,4.1184
Green Square Village Centre,Bus,2311,21.1044,1430,18.7289,590,16.4174,331,16.325,351,19.0213
Green Square Village Centre,Tram or Ferry,0,0,0,0,3,0.0834,0,0,0,0
Green Square Village Centre,Taxi,140,1.2787,90,1.1729,27,0.7509,10,0.4987,19,1.0448
Green Square Village Centre,Car - as driver,4169,38.0778,3318,43.4449,1632,45.3949,928,45.7457,740,40.0514
Green Square Village Centre,Car - as passenger,458,4.1858,429,5.6165,224,6.2194,144,7.0723,144,7.7876
Green Square Village Centre,Truck,52,0.4749,53,0.6888,32,0.8899,0,0,0,0
Green Square Village Centre,Truck,52,1.4248,53,2.0663,32,2.6698,0,0,0,0
Green Square Village Centre,Motorbike,195,1.781,76,0.999,12,0.3337,14,0.6889,6,0.341
Green Square Village Centre,Bicycle,343,3.1364,123,1.6076,35,0.9703,33,1.6339,20,1.0935
Green Square Village Centre,Walked only,807,7.366,558,7.3049,227,6.3226,162,7.9612,202,10.9354
Green Square Village Centre,Other,112,1.0238,88,1.1561,45,1.2515,38,1.8857,17,0.9197
Green Square Village Centre,Worked at home,271,2.4788,184,2.4083,101,2.813,70,3.4635,50,2.6845
Green Square Village Centre,Did not go to work,749,6.839,629,8.2427,242,6.735,162,7.9992,112,6.0748
Green Square Village Centre,Not stated,71,0.6485,70,0.9166,65,1.8146,44,2.1676,110,5.9276
Green Square Village Centre,Total employed persons aged 15+,10949,100,7637,100,3596,100,2029,100,1847,100
Harbour Village Centre,Train,623,9.0264,364,6.9228,332,7.6728,183,7.6665,76,9.4293
Harbour Village Centre,Bus,325,4.7088,262,4.9829,208,4.807,137,5.7394,96,11.9107
Harbour Village Centre,Tram or Ferry,18,0.2608,19,0.3614,15,0.3467,16,0.6703,3,0.3722
Harbour Village Centre,Taxi,377,5.4622,224,4.2602,264,6.1012,146,6.1165,28,3.4739
Harbour Village Centre,Car - as driver,1165,16.8792,1043,19.8364,884,20.4299,489,20.486,116,14.3921
Harbour Village Centre,Car - as passenger,132,1.9125,155,2.9479,124,2.8657,74,3.1001,18,2.2333
Harbour Village Centre,Truck,6,0.0869,8,0.1521,6,0.1387,0,0,0,0
Harbour Village Centre,Truck,6,0.2608,8,0.4564,6,0.416,0,0,0,0
Harbour Village Centre,Motorbike,12,0.1739,10,0.1902,3,0.0693,0,0,0,0
Harbour Village Centre,Bicycle,33,0.4781,23,0.4374,23,0.5315,6,0.2514,9,1.1166
Harbour Village Centre,Walked only,2678,38.8003,2018,38.3796,1483,34.2732,719,30.1215,276,34.2432
Harbour Village Centre,Other,595,8.6207,339,6.4473,364,8.4123,211,8.8395,12,1.4888
Harbour Village Centre,Worked at home,256,3.7091,237,4.5074,205,4.7377,96,4.0218,46,5.7072
Harbour Village Centre,Did not go to work,637,9.2292,524,9.9658,377,8.7127,286,11.9816,76,9.4293
Harbour Village Centre,Not stated,30,0.4347,32,0.6086,39,0.9013,24,1.0054,50,6.2035
Harbour Village Centre,Total employed persons aged 15+,6902,100,5258,100,4327,100,2387,100,806,100
Harris Street Village Centre,Train,863,8.9486,511,6.6623,502,8.3975,299,8.7274,117,8.1647
Harris Street Village Centre,Bus,1070,11.095,880,11.4738,598,10.0033,355,10.3619,191,13.3287
Harris Street Village Centre,Tram or Ferry,87,0.9021,109,1.4169,124,2.0743,3,0.0876,3,0.2094
Harris Street Village Centre,Taxi,258,2.6752,122,1.5966,116,1.9404,104,3.0356,20,1.3957
Harris Street Village Centre,Car - as driver,2063,21.3915,1859,24.2414,1376,23.0177,866,25.2773,328,22.889
Harris Street Village Centre,Car - as passenger,214,2.219,268,3.4988,218,3.6467,147,4.2907,70,4.8849
Harris Street Village Centre,Truck,3,0.0311,3,0.0391,12,0.2007,0,0,0,0
Harris Street Village Centre,Truck,3,0.0933,3,0.1174,12,0.6022,0,0,0,0
Harris Street Village Centre,Motorbike,96,0.9954,36,0.4694,25,0.4182,18,0.5254,12,0.8374
Harris Street Village Centre,Bicycle,192,1.9909,77,1.0041,51,0.8531,21,0.613,3,0.2094
Harris Street Village Centre,Walked only,3591,37.2356,2763,36.0254,1997,33.4058,1009,29.4513,474,33.0775
Harris Street Village Centre,Other,141,1.462,122,1.595,137,2.2917,119,3.4734,40,2.7913
Harris Street Village Centre,Worked at home,334,3.4633,241,3.1423,222,3.7136,102,2.9772,27,1.8842
Harris Street Village Centre,Did not go to work,625,6.4807,564,7.3603,511,8.548,337,9.8365,83,5.792
Harris Street Village Centre,Not stated,59,0.6118,113,1.4747,89,1.4888,46,1.3427,65,4.5359
Harris Street Village Centre,Total employed persons aged 15+,9644,100,7669,100,5978,100,3426,100,1433,100
Haymarket Village Centre,Train,1396,15.8817,657,11.8561,382,10.2523,94,7.3841,85,16.6994
Haymarket Village Centre,Bus,1093,12.4346,716,12.9208,395,10.6012,103,8.0911,46,9.0373
Haymarket Village Centre,Tram or Ferry,43,0.4892,31,0.5655,25,0.671,0,0,0,0
Haymarket Village Centre,Taxi,192,2.1843,92,1.6521,68,1.825,64,5.0275,14,2.7505
Haymarket Village Centre,Car - as driver,916,10.4209,668,12.0524,589,15.8078,281,22.0738,98,19.2534
Haymarket Village Centre,Car - as passenger,114,1.2969,102,1.8347,88,2.3618,42,3.2993,10,1.9646
Haymarket Village Centre,Truck,9,0.1024,6,0.1083,0,0,0,0,0,0
Haymarket Village Centre,Truck,9,0.3072,6,0.3248,0,0,0,0,0,0
Haymarket Village Centre,Motorbike,7,0.0796,12,0.2165,9,0.2415,0,0,0,0
Haymarket Village Centre,Bicycle,47,0.5347,3,0.0541,15,0.4026,6,0.4713,3,0.5894
